COUNTY,PRECINCT,POLL,ADDRESS,TYPE,Latitude,Longitude
FULTON,06D,Morningside Baptist Church Gym,1700 Piedmont Road,CHURCH,33.80143,-84.36794
FULTON,06E,Morningside Baptist Church Gym,1700 Piedmont Road,CHURCH,33.80143,-84.36794
FULTON,08D,Morris Brandon Elementary School,"2741 Howell Mill Road NW Atlanta, GA 30327",NEW CHANGE,33.8299371,-84.4157125
FULTON,08F1,Morris Brandon Elementary School,"2741 Howell Mill Road NW Atlanta, GA 30327",NEW CHANGE,33.8299371,-84.4157125
FULTON,08N1,Morris Brandon Elementary School,"2741 Howell Mill Road NW Atlanta, GA 30327",NEW CHANGE,33.8299371,-84.4157125
FULTON,08N2,Morris Brandon Elementary School,"2741 Howell Mill Road NW Atlanta, GA 30327",NEW CHANGE,33.8299371,-84.4157125
FULTON,08E,Morris Brandon Primary Ctr. School,2845 Margaret Mitchell Dr,SCHOOL,33.833851,-84.435156
FULTON,09F,Morris Brandon Primary Ctr. School,2845 Margaret Mitchell Drive,NEW CHANGE,33.833851,-84.435156
CLAYTON,MO2,Morrow Municipal Complex,"1500 Morrow Rd, Morrow, GA",MUNICIPAL BUILDING,33.5836382,-84.3413051
DEKALB,BROCKETT (TUC),Mount Moriah Baptist Church,"1983 Brockett Road, Tucker 30084",CHURCH,33.8418339,-84.221828
HALL,07-ROBERTS,MOUNT SALEM BAPTIST CHURCH,"6152 Mt Salem Cir, Flowery Branch, GA 30542",CHURCH,34.1576963,-83.9460041
GWINNETT,071 Mount Vernon Baptist Church,071 Mount Vernon Baptist Church,450 Rock House Road SE Lawrenceville GA 30045,CHURCH,33.963161,-83.933424
CLAYTON,JB08,Mount Zion Elementary School,"2984 Mount Zion Rd, Jonesboro, GA",SCHOOL,33.5559445,-84.2933155
CLAYTON,JB07,Mount Zion High School,"2535 Mount Zion Pkwy, Jonesboro, GA",SCHOOL,33.5546937,-84.3106203
CLAYTON,MO9,Mount Zion Primary School,"2920 Mount Zion Rd, Jonesboro, GA",SCHOOL,33.556716,-84.2949039
GWINNETT,112 Mountain Park Activity Building (GC Park),112 Mountain Park Activity Building (GC Park),1063 Rockbridge Road Stone Mountain GA 30087,PARK/REC CENTER,33.8445165,-84.1334524
FULTON,MP01,Mountain Park Community Center,100 Lakeshore Drive,MUNICIPAL BUILDING,34.0828262,-84.4158509
GWINNETT,014 Mountain Park Depot (GC Park),014 Mountain Park Depot (GC Park),5050 Five Forks Trickum Road Lilburn GA 30047,PARK/REC CENTER,33.846737,-84.1179335
GWINNETT,052 Mountain Park First Baptist Church,052 Mountain Park First Baptist Church,5485 Five Forks Trickum Road Stone Mountain GA 30087,CHURCH,33.839034,-84.1325487
GWINNETT,118 Mountain Park United Methodist Church,118 Mountain Park United Methodist Church,1405 Rockbridge Road Stone Mountain GA 30087,CHURCH,33.8369444,-84.1302778
COBB,SIMPSON 01 SI01,MOUNTAIN VIEW REGIONAL LIBRARY,"3320 SANDY PLAINS RD, MARIETTA, GA 30066",LIBRARY,34.0313799,-84.4658271
COBB,DAVIS 01 DV01,MOUNTAIN VIEW UNITED METHODIST CHURCH,"2300 JAMERSON RD, MARIETTA, GA 30066",CHURCH,34.0740575,-84.4835095
COBB,MOUNT BETHEL 04 MT04,MT. BETHEL UNITED METHODIST CHURCH,"4385 LOWER ROSWELL RD, MARIETTA, GA 30068",CHURCH,33.9640354,-84.4234412
HENRY,(58) Mt. Bethel,Mt. Bethel United Methodist,"92 Mt. Bethel Road, McDonough, GA 30252",CHURCH,33.4402293,-83.9998554
COBB,CHEATHAM HILL 02 CH02,MT. CALVARY BAPTIST CHURCH,"287 MT. CALVARY RD, MARIETTA, GA 30064",CHURCH,33.9469957,-84.6091616
COBB,MARIETTA 6B MR6B,MT. PARAN CHURCH OF GOD NORTH,"1700 ALLGOOD RD, MARIETTA, GA 30062",CHURCH,33.981206,-84.502942
FULTON,SS09A,Mt. Vernon Baptist Church,850 Mt. Vernon Highway NW,CHURCH,33.9060373,-84.4139427
FULTON,SS09B,Mt. Vernon Baptist Church,850 Mt. Vernon Highway NW,CHURCH,33.9060373,-84.4139427
HALL,30-FRIENDSHIP III,MULBERRY CREEK COMMUNITY CENTER,4491 J M TURK RD,PARK/REC CENTER,34.1837656,-83.8760435
PAULDING,MULBERRY ROCK PARK,MULBERRY ROCK PARK,"1849 MULBERRY ROCK RD., DALLAS 30157",PARK/REC CENTER,33.8374257,-84.9485145
CLAYTON,LJ1,Mundy's Mill Middle School,"1251 Mundy's Mill Rd, Jonesboro, GA",SCHOOL,33.4874696,-84.3516581
COBB,MURDOCK 01 MD01,MURDOCK ELEMENTARY SCHOOL,"2320 MURDOCK RD, MARIETTA, GA 30062",SCHOOL,34.0066958,-84.4622702
DEKALB,CANDLERMURPHEY CANDLER ELEM (STCRST),Murphey Candler Elementary School,"6775 South Goddard Road, Lithonia 30038",SCHOOL,33.6512156,-84.1271045
DEKALB,HARRISNARVIE J. HARRIS ELEM,Narvie J. Harris Elementary School,"3981 McGill Drive, Decatur 30034",SCHOOL,33.6667502,-84.2263063
PAULDING,NEBO ELEMENTARY SCHOOL,NEBO ELEMENTARY SCHOOL,"2843 NEBO RD., DALLAS 30157",SCHOOL,33.8368092,-84.8383006
DEKALB,LIN MARY LIN ELEM (ATL),Neighborhood Church,"1561 McLendon Ave NE, Atlanta, GA",NEW CHANGE 5/22,33.7646294,-84.3365693
DEKALB,CANDLER PARK (ATL),Neighborhood Church,"1561 McLendon Avenue, NE, Atlanta 30307",CHURCH,33.7646294,-84.3365693
COBB,KENNESAW 2A KE2A,NEW BEGINNINGS UNITED METHODIST CHURCH,"2975 COBB PARKWAY NW, KENNESAW, GA",CHURCH,34.0266257,-84.6397394
DEKALB,ROCKBRIDGE ROAD,New Bethel A.M.E. Church,"8350 Rockbridge Road, Lithonia 30058",CHURCH,33.7728743,-84.063092
DEKALB,WOODROW ROAD (STCRST),New Birth Missionary Baptist Church,"6400 Woodrow Road, Lithonia 30038",CHURCH,33.6989897,-84.1364149
GWINNETT,018 New Hope Christian Church,018 New Hope Christian Church,1982 Old Norcross Road Lawrenceville GA 30044,SCHOOL,33.9509631,-84.0617271
CLAYTON,PH2,New Hope United Methodist Church,"1014 New Hope Dr, Hampton, GA",CHURCH,33.4362907,-84.3595962
HENRY,(27) Sandy Ridge,New Hope United Methodist Church,"1960 New Hope Road, Locust Grove, Georgia 30248",CHURCH,33.3920451,-84.021517
DEKALB,FLAT SHOALS,New Life Community Center,"3592 Flat Shoals Road, Decatur 30034",CHURCH,33.7037661,-84.2695882
FULTON,SC23A,New Life Presbyterian Church,6600 Old National HIghway,CHURCH,33.5747216,-84.4698564
FULTON,SC23B,New Life Presbyterian Church,6600 Old National HIghway,CHURCH,33.5747216,-84.4698564
FULTON,SC23C,New Life Presbyterian Church,6600 Old National HIghway,CHURCH,33.5747216,-84.4698564
CLAYTON,RD12,New Macedonia Baptist Church,"7725 Highway 85, Riverdale, GA",CHURCH,33.5444592,-84.4176128
GWINNETT,032 New Mercies Christian Church,032 New Mercies Christian Church,4000 Five Forks Trickum Rd Lilburn GA 30047,CHURCH,33.868555,-84.0897084
FULTON,AP01A,New Prospect Elementary,3055 Kimball Bridge Road,SCHOOL,34.0517068,-84.2740901
FULTON,AP01B,New Prospect Elementary,3055 Kimball Bridge Road,SCHOOL,34.0517068,-84.2740901
GWINNETT,054 New Prospect UMC,054 New Prospect UMC,2018 Buford Dam Road Buford GA 30518,CHURCH,34.145428,-84.0262799
COBB,MARIETTA 4C MR4C,NEW SALEM BAPTIST CHURCH,"836 NEW SALEM RD NW, KENNESAW, GA 30152",CHURCH,33.9744021,-84.6165954
COBB,NICKAJACK 01 NJ01,NICKAJACK ELEMENTARY SCHOOL,"4555 MAVELL RD, SMYRNA, GA 30082",SCHOOL,33.8435703,-84.5160322
COBB,BELLS FERRY 03 BF03,NOONDAY BAPTIST CHURCH,"4120 CANTON RD, MARIETTA, GA 30066",CHURCH,34.0524191,-84.52445
GWINNETT,121 Norcross High School,121 Norcross High School,5300 Spalding Drive Norcross GA 30092,SCHOOL,33.9669921,-84.2120771
FULTON,SS02A,North Annex,7741 Roswell Road,COUNTY BUILDING,33.9657187,-84.3627312
FULTON,SS02B,North Annex,7741 Roswell Road,COUNTY BUILDING,33.9657187,-84.3627312
FULTON,SS19A,North Annex,7741 Roswell Road,COUNTY BUILDING,33.9657187,-84.3627312
FULTON,SS19B,North Annex,7741 Roswell Road,COUNTY BUILDING,33.9657187,-84.3627312
DEKALB,AUSTIN (DUN),North Atlanta Church of Christ,"5676 Roberts Drive, Dunwoody 30338",CHURCH,33.9673913,-84.3409155
CLAYTON,OAK1,North Clayton Middle School,"5517 W F'ville Rd, College Park, , GA",SCHOOL,33.6050409,-84.4473366
CLAYTON,OAK 2,North Clayton Senior High,"1525 Norman Dr, College Park, GA",SCHOOL,33.6090778,-84.4396972
COBB,ACWORTH 1C AC1C,NORTH COBB SENIOR CENTER,"3900 SOUTH MAIN ST, ACWORTH, GA 30101",SENIOR CENTER,34.0503799,-84.6543826
DEKALB,NORTH DECATUR,North Decatur Presbyterian Church,"611 Medlock Road, Decatur 30033",CHURCH,33.7945485,-84.2897074
DEKALB,SCOTT,International Community School,"2418 Wood Trail Lane, Decatur, 30033",NEW CHANGE 6/3,33.802807,-84.2922917
GWINNETT,140 North Gwinnett Church,140 North Gwinnett Church,4973 West Price Road Suwanee GA 30024,CHURCH,34.0895309,-84.0719528
HALL,15-QUILLIANS,NORTH HALL COMMUNITY CENTER,"4175 Nopone Rd, Gainesville, GA 30506",COUNTY BUILDING,34.4056853,-83.7981718
HENRY,(45) Swan Lake,North Henry Baptist Church,"1093 Flat Rock Road, Stockbridge, Georgia 30281",CHURCH,33.565512,-84.1981509
GWINNETT,136 North Metro First Baptist Church,136 North Metro First Baptist Church,1026 Old Peachtree Road Lawrenceville GA 30043,CHURCH,34.0361855,-83.9933605
FULTON,RW09,North River Baptist Church,12090 Hardscrabble Road,CHURCH,34.0751652,-84.3644675
FULTON,RW19,North River Baptist Church,12090 Hardscrabble Road,CHURCH,34.0751652,-84.3644675
COBB,BLACKWELL 01 BW01,NORTHEAST COBB COMMUNITY CENTER,"3100 JAYCEE DR, MARIETTA, GA",PARK/REC CENTER,34.0244903,-84.5201416
COBB,ACWORTH 1A AC1A,NORTHSTAR CHURCH,"3413 BLUE SPRINGS RD, KENNESAW, GA 30144",CHURCH,34.0359701,-84.6517948
FULTON,JC06,Northview High School,10625 Parsons Road,SCHOOL,34.0391126,-84.1777404
FULTON,JC02,Northview High School,"10625 Parsons Road, Johns Creek, GA 30097",NEW CHANGE,34.0391126,-84.1777404
COBB,MARS HILL 01 MS01,NORTHWEST CHRISTIAN CHURCH,"3737 DALLAS-ACWORTH HWY NW, ACWORTH, GA 30101",CHURCH,34.0471181,-84.7283945
FULTON,09A,Northwest Library At Scotts Crossing,"2489 Perry Blvd NW, Atlanta, GA 30318",NEW CHANGE,33.8053044,-84.4700984
FULTON,09M,Northwest Library At Scotts Crossing,"2489 Perry Blvd NW, Atlanta, GA 30318",NEW CHANGE,33.8053044,-84.4700984
FULTON,09K,Northwest Library at Scotts Crossing,2489 Perry Boulevard,LIBRARY,33.8053044,-84.4700984
DEKALB,OAK GROVE ELEM,Oak Grove Elementary School,"1857 Oak Grove Road, NE, Atlanta 30345",SCHOOL,33.8363784,-84.2884857
GWINNETT,068 Oak Road Lutheran Church,068 Oak Road Lutheran Church,1004 Oak Rd SW Lilburn GA 30047-1827,CHURCH,33.8847859,-84.0581257
DEKALB,OAK VIEW ELEM,Oak View Elementary School,"3574 Oakvale Road, Decatur 30034",SCHOOL,33.6800344,-84.2690718
DEKALB,OAKCLIFF ELEM,Oakcliff Elementary School,"3151 Willow Oak Way, Doraville 30340",SCHOOL,33.9029224,-84.2591659
HENRY,(51) Oakland,Oakland Baptist Church,"1005 Highway 81 West, McDonough, Georgia 30253",CHURCH,33.4279358,-84.2127684
HALL,03-OAKWOOD I,OAKWOOD FAMILY YMCA,"4101 Railroad St, Oakwood, GA 30566",MUNICIPAL BUILDING,34.227827,-83.883726
HALL,04-OAKWOOD II,OGT WORSHIP CENTER,"5004 McEver Rd, Oakwood, GA 30566",CHURCH,34.235559,-83.896763
FORSYTH,36 NICHOLS,Old Atlanta Park Recreation Center,810 Nichols Rd. Suwanee 30024,PARK/REC CENTER,34.1079369,-84.1429305
FORSYTH,19 OLD ATLANTA,Olde Atlanta Clubhouse,5745 Olde Atlanta Pkwy. Suwanee 30024,PRIVATELY OWNED PROPERTY,34.081678,-84.123056
CLAYTON,RD01,Oliver Elementary School,"1725 Cheryl Leigh Dr, Riverdale, GA",SCHOOL,33.5778664,-84.4445276
FULTON,01B,Ormewood Park Presby. Church,"1071 Delaware Avenue, GA",CHURCH,33.731296,-84.3525921
FULTON,PA01,Palmetto Library,9111 Cascade Palmetto Highway,LIBRARY,33.5306267,-84.6643843
DEKALB,PANOLA WAY ELEM,Panola Way Elementary School,"2170 Panola Way Court, Lithonia 30058",SCHOOL,33.7288558,-84.1692272
FULTON,02A,Park Tavern,"500 10th Street NE Atlanta, GA 30309",NEW CHANGE,33.7822253,-84.3692889
FULTON,02J,Park Tavern,"500 10th Street NE Atlanta, GA 30309",NEW CHANGE,33.7822253,-84.3692889
FULTON,02K,Park Tavern,"500 10th Street NE Atlanta, GA 30309",NEW CHANGE,33.7822253,-84.3692889
FULTON,02L1,Park Tavern,"500 10th Street NE Atlanta, GA 30309",NEW CHANGE,33.7822253,-84.3692889
FULTON,06G,Park Tavern,"500 10th Street NE Atlanta, GA 30309",NEW CHANGE,33.7822253,-84.3692889
FORSYTH,37 SAWNEE,Parks and Recreation Natural Resources Operations Center,1605 Canton Hwy. Cumming 30040,PARK/REC CENTER,34.2392159,-84.1770263
FULTON,01A,Parkside Elem School,"685 Mercer Street SE, GA",SCHOOL,33.7352174,-84.3646714
GWINNETT,067 Patrick Elementary (GCPS),067 Patrick Elementary (GCPS),2707 Kilgore Road Buford GA 30519,SCHOOL,34.0889949,-83.9574647
FULTON,04V,Paul L. Dunbar Elementary School,"500 Whitehall Terrace SW, Atlanta, GA 30312",NEW CHANGE,33.7413861,-84.4013061
FULTON,04I,Paul L. Dunbar School,"500 Whitehall Terrace SW, GA",SCHOOL,33.7413861,-84.4013061
PAULDING,PAULDING COUNTY AIRPORT,PAULDING COUNTY AIRPORT,730 AIRPORT PARKWAY DALLAS 30157,COUNTY BUILDING,33.9153571,-84.9399868
PAULDING,PAULDING SENIOR CENTER,PAULDING SENIOR CENTER,"54 INDUSTRIAL WAY N., DALLAS 30132",SENIOR CENTER,33.9429167,-84.81695
DEKALB,AUSTIN DRIVE,Peace Baptist Church,"4000 Covington Highway, Decatur 30032",CHURCH,33.7564506,-84.2352142
GWINNETT,041 Peachcrest Christian Church,041 Peachcrest Christian Church,4100 Rosebud Road Loganville GA 30052,CHURCH,33.821556,-83.9603881
DEKALB,PEACHCREST,Peachcrest Elementary School,"1530 Joy Lane, Decatur 30032",SCHOOL,33.7475174,-84.245645
FULTON,02W,Peachtree Christian Church,"1580 Peachtree Street NW, GA",CHURCH,33.7969369,-84.3896772
FULTON,03F,Peachtree Christian Church,"1580 Peachtree Street NW, GA",CHURCH,33.7969369,-84.3896772
FULTON,06L1,Peachtree Christian Church,1580 Peachtree Street NW,CHURCH,33.7969369,-84.3896772
FULTON,06L2,Peachtree Christian Church,1580 Peachtree Street NW,CHURCH,33.7969369,-84.3896772
GWINNETT,062 Peachtree Corners Baptist Church,062 Peachtree Corners Baptist Church,4480 Peachtree Corners Circle Norcross GA 30092,CHURCH,33.9781161,-84.2294696
GWINNETT,073 Peachtree Corners Christian Church,073 Peachtree Corners Christian Church,6060 Spalding Drive Norcross GA 30092,CHURCH,33.9689604,-84.2449293
GWINNETT,022 Peachtree Corners Presbyterian Church,022 Peachtree Corners Presbyterian Church,5918 Spalding Drive NW Norcross GA 30093,CHURCH,33.9667539,-84.2375874
GWINNETT,126 Peachtree Elementary (GCPS),126 Peachtree Elementary (GCPS),5995 Crooked Creek Road Peachtree Corners GA 30092,SCHOOL,33.9632811,-84.2366053
FULTON,07N,Peachtree Hills Recreation,308 Peachtree Hills Ave NE,PARK/REC CENTER,33.8182255,-84.3776803
FULTON,06I,Peachtree Hills Recreation,308 Peachtree Hills Ave NW,PARK/REC CENTER,33.8182255,-84.3776803
FULTON,07E,Peachtree Hills Recreation,308 Peachtree Hills Ave NW,PARK/REC CENTER,33.8182255,-84.3776803
FULTON,07J,Peachtree Hills Recreation,308 Peachtree Hills Ave NW,PARK/REC CENTER,33.8182255,-84.3776803
DEKALB,PEACHTREE MIDDLE (DUN),Peachtree Middle School,"4664 North Peachtree Road, Dunwoody 30338",SCHOOL,33.9309973,-84.2968894
DEKALB,GEORGETOWN (DUN),Peachtree Middle School,"4664 North Peachtree Road, Dunwoody, GA",NEW CHANGE 5/22,33.9309973,-84.2968894
FULTON,07D,Peachtree Presbyterian Church,3434 Roswell Rd,CHURCH,33.8473583,-84.3826431
FULTON,08M,Peachtree Presbyterian Church,3434 Roswell Rd,CHURCH,33.8473583,-84.3826431
GWINNETT,128 Peachtree Road Baptist Church,128 Peachtree Road Baptist Church,142 Old Peachtree Road Suwanee GA 30024,CHURCH,34.0242854,-84.0481433
FULTON,12D,Perkerson Park Rec Center,770 Deckner Ave,PARK/REC CENTER,33.7129885,-84.4130226
FULTON,12G,"Perkerson Park Recreation Center,","770 Deckner Avenue SW, Atlanta, GA 30310",NEW CHANGE,33.7129885,-84.4130226
GWINNETT,094 Pharr Elementary (GCPS),094 Pharr Elementary (GCPS),1500 North Road Snellville GA 30078,SCHOOL,33.890564,-84.0056703
HENRY,(26) Tussahaw,Philippi Baptist Church,"2355 Old Jackson Road, Locust Grove, Georgia 30248",CHURCH,33.3794094,-84.0519726
PAULDING,PICKETT’S MILL BAPT CHURCH,PICKETT’S MILL BAPT CHURCH,"7147 HIRAM ACWORTH HWY., DALLAS 30157",CHURCH,33.990099,-84.7501535
COBB,ELIZABETH 03 EL03,PIEDMONT ROAD CHURCH OF CHRIST,"1630 PIEDMONT RD, MARIETTA, GA",CHURCH,34.0149028,-84.504086
COBB,LASSITER 01 LA01,PILGRIMAGE UNITED CHURCH OF CHRIST,"755 SANDY PLAINS RD, MARIETTA, GA",CHURCH,34.0417849,-84.4601417
GWINNETT,040 Pinckneyville Community Center (GC Park),040 Pinckneyville Community Center (GC Park),4650 Peachtree Industrial Blvd Norcross GA 30071,PARK/REC CENTER,33.9707945,-84.185238
HALL,26-GILLSVILLE,PINE GROVE BAPTIST CHURCH,6079 HIGHWAY 52,CHURCH,34.3116021,-83.6474276
COBB,PINE MOUNTAIN 01 PM01,PINE MOUNTAIN MIDDLE SCHOOL,"2720 PINE MOUNTAIN CIR, KENNESAW, GA 30152",SCHOOL,33.9880823,-84.6326787
COBB,PITNER 01 PT01,PITNER ELEMENTARY SCHOOL,"4575 WADE GREEN RD, ACWORTH, GA 30101",SCHOOL,34.0655817,-84.5914822
FULTON,12K,Pittman Park Rec Center,950 Garibaldi Street,PARK/REC CENTER,33.7275654,-84.3978621
FULTON,12N,Pittman Park Rec Center,950 Garibaldi Street,PARK/REC CENTER,33.7275654,-84.3978621
COBB,MARIETTA 3A MR3A,PLEASANT GROVE MISSIONARY BAPTIST CHURCH,"566 WHITLOCK AVE NW, MARIETTA, GA 30064",CHURCH,33.95248,-84.569374
HALL,01-WILSON,PLEASANT HILL BAPTIST CHURCH,"3650 GA-369, Gainesville, GA 30504",CHURCH,34.280251,-83.900495
GWINNETT,082 Pleasant Hill Presbyterian Church,082 Pleasant Hill Presbyterian Church,3700 Pleasant Hill Road Duluth GA 30096,CHURCH,33.996795,-84.160657
CLAYTON,JB17,Pointe South Elementary School,"8482 Thomas Rd, Riverdale, GA",SCHOOL,33.523289,-84.4112222
CLAYTON,JB01,Pointe South Middle School,"8495 Thomas Rd, Jonesboro, GA",SCHOOL,33.5208373,-84.4114618
PAULDING,POPLAR SPRINGS BAPT CHURCH,POPLAR SPRINGS BAPT CHURCH,"190 PANTER SCHOOL RD., HIRAM 30141 (PANTER ELEMENTARY SCHOOL)",NEW CHANGE,33.8634053,-84.7629309
COBB,SWEETWATER 01 SW01,PRAISE TABERNACLE CHURCH,"4052 HIRAM-LITHIA SPRINGS RD, POWDER SPRINGS, GA 30127",CHURCH,33.8551942,-84.7179148
FULTON,JC16,Prince of Peace Lutheran Church,10250 Haynes Bridge Road,CHURCH,34.0290196,-84.2702464
DEKALB,PRINCETON ELEM (STCRST/DEKALB),Princeton Elementary School,"1321 South Deshon Road, Lithonia 30058",SCHOOL,33.7614406,-84.1146865
GWINNETT,027 Prospect UMC,027 Prospect UMC,1549 Prospect Road Lawrenceville GA 30043,CHURCH,34.02,-83.9588889
GWINNETT,154 Pucketts Mill Elementary School (GCPS),154 Pucketts Mill Elementary School (GCPS),2442 South Pucketts Mill Rd Dacula GA 30019,SCHOOL,34.0646588,-83.932457
DEKALB,RAINBOW ELEM,Rainbow Elementary School,"2801 Kelley Chapel Road, Decatur 30034",SCHOOL,33.7047578,-84.2249979
FULTON,11B,Ralph Bunche Middle School,1925 Niskey Lake Road SW,SCHOOL,33.7012832,-84.5305571
DEKALB,SNAPFINGER ROAD SOUTH (STCRST/DEKALB),Ray of Hope Christian Church,"2778 Snapfinger Road, Decatur 30034",CHURCH,33.7013926,-84.2083165
HENRY,(33) Red Oak,Red Oak Elementary School,"175 Monarch Village Way., Stockbridge, GA 30281",NEW CHANGE,33.523395,-84.2643259
DEKALB,REDAN ELEM,Redan Elementary School,"1914 S Stone Mountain-Lithonia Road, Lithonia 30058",SCHOOL,33.7454688,-84.1358456
DEKALB,REDAN MIDDLE,Redan Middle School,"1775 Young Road, Lithonia 30058",SCHOOL,33.7415233,-84.1568249
DEKALB,REDAN-TROTTI LIBRARY (STCRST/DEKALB),Redan-Trotti Library,"1569 Wellborn Road, Lithonia 30058",LIBRARY,33.7457471,-84.1422632
COBB,MARIETTA 6A MR6A,REDEEMED CHRISTIAN CHURCH OF GOD – HEAVEN’S GATE CHURCH,"816 PICKENS INDUSTRIAL DR., MARIETTA, GA 30062",CHURCH,33.970971,-84.523964
DEKALB,TUCKER LIBRARY (TUC),Reid H. Cofer Library,"5234 LaVista Road, Tucker 30084",LIBRARY,33.8572466,-84.2085288
GWINNETT,060 Rhodes Jordan Community Center (GC Park),060 Rhodes Jordan Community Center (GC Park),100 E Crogan Street Lawrenceville GA 30046,PARK/REC CENTER,33.957722,-83.9786391
GWINNETT,083 Richland Homeowners Clubhouse,083 Richland Homeowners Clubhouse,2074 Quinton Place Suwanee GA 30024,PRIVATELY OWNED PROPERTY,34.0063889,-84.0261111
FULTON,SS12,Ridgeview Middle School,5340 South Trimble Road,SCHOOL,33.8981387,-84.3593972
FULTON,SS14,Ridgeview Middle School,5340 South Trimble Road,SCHOOL,33.8981387,-84.3593972
FULTON,RW04,River Eaves Elementary,9000 Eaves Road,SCHOOL,33.9932645,-84.3111442
HALL,19-WHELCHEL,RIVERBEND BAPTIST CHURCH,"1715 Cleveland Hwy, Gainesville, GA 30501",CHURCH,34.3302224,-83.8140357
CLAYTON,RD08,Riverdale Christian Church,"1064 Bethsaida Rd, Riverdale, GA",SCHOOL,33.560682,-84.425003
CLAYTON,RD07,Riverdale Elementary School,"6253 Garden Walk Blvd, Riverdale, GA",SCHOOL,33.5846264,-84.3929372
CLAYTON,RD09,Riverdale High School,"160 Roberts Dr, Riverdale, GA",SCHOOL,33.5567452,-84.4020473
CLAYTON,RD05,Riverdale Middle School,"400 Roberts Dr, Riverdale, GA",SCHOOL,33.5630869,-84.4071958
CLAYTON,RD10,Riverdale United Methodist Church,"6390 Riverdale Rd, Riverdale, GA",CHURCH,33.5809423,-84.4159414
CLAYTON,PH1,River's Edge Elementary,"205 N Bridge Rd, Fayetteville, GA",SCHOOL,33.4204617,-84.3896375
GWINNETT,130 Riverside Elementary (GCPS),130 Riverside Elementary (GCPS),5445 Settles Bridge Road Suwanee GA 30024,SCHOOL,34.0936075,-84.0971532
COBB,BRYANT 02 BT02,RIVERSIDE EPICENTER,"135 RIVERSIDE PARKWAY, AUSTELL, GA 30168",PRIVATELY OWNED PROPERTY,33.771685,-84.5573135
COBB,RIVERSIDE 01 RS01,RIVERSIDE INTERMEDIATE (2-5) SCHOOL,"285 S GORDON RD, MABLETON, GA 30126",SCHOOL,33.7904979,-84.5613645
DEKALB,SHAW ELEM – ROBERT SHAW ELEM,Robert Shaw Elementary School,"385 Glendale Road, Scottdale 30079",SCHOOL,33.7858454,-84.254631
CLAYTON,MO8,Roberta Smith Elementary School,"6340 Highway 42 South, Rex, GA",SCHOOL,33.5815251,-84.2874153
CLAYTON,JB06,Roberts Middle School,"1905 Walt Stephens Rd, Jonesboro, GA",SCHOOL,33.5221756,-84.3305264
GWINNETT,113 Rock Bridge Baptist Church of Nocross Inc,113 Rock Bridge Baptist Church of Nocross Inc,1012 Rockbridge Road Norcross GA 30093,CHURCH,33.896475,-84.185656
DEKALB,ROCK CHAPEL ELEM,Rock Chapel Elementary School,"1130 Rock Chapel Road, Lithonia 30058",SCHOOL,33.760061,-84.080138
GWINNETT,026 Rock Springs UMC,026 Rock Springs UMC,1100 Rock Springs Road Lawrenceville GA 30043,CHURCH,34.0476717,-83.9989501
GWINNETT,021 Rockbridge Elementary (GCPS),021 Rockbridge Elementary (GCPS),6066 Rockbridge School Road Norcross GA 30093,SCHOOL,33.898825,-84.1967354
DEKALB,ROCKBRIDGE ELEM,Rockbridge Elementary School,"445 Halwick Way, Stone Mountain 30088",SCHOOL,33.7886728,-84.1983607
COBB,POWDER SPRINGS 2A PS2A,RON ANDERSON BUILDING,"3820 MACEDONIA RD, POWDER SPRINGS, GA 30127",COUNTY BUILDING,33.8762057,-84.6647511
FULTON,RW10,Roswell Library,115 Norcross St.,LIBRARY,34.02508,-84.3580341
FULTON,RW11A,Roswell Library,115 Norcross St.,LIBRARY,34.02508,-84.3580341
FULTON,RW01,Roswell Library,"115 Norcross Street, Roswell, GA 30075",NEW CHANGE,34.02508,-84.3580341
DEKALB,ROWLAND ELEM,Rowland Elementary School,"1317 South Indian Creek Drive, Stone Mountain 30083",SCHOOL,33.7583221,-84.2231339
PAULDING,RUSSOM ELEMENTARY SCHOOL,RUSSOM ELEMENTARY SCHOOL,"44 RUSSOM ELEM SCHOOL LN., DALLAS 30132",SCHOOL,34.022277,-84.7484759
CLAYTON,JB09,S. Truett Cathy Professional Learning Center,"1087 Battlecreek Rd, Jonesboro, GA",SCHOOL,33.5520577,-84.3560785
FULTON,SC29A,S.L. Lewis Elementary School,6201 Connell Road,SCHOOL,33.5764026,-84.5039954
DEKALB,SAGAMORE HILLS ELEM,Sagamore Hills Elementary School,"1865 Alderbrook Road, Atlanta 30345",SCHOOL,33.8331623,-84.3043677
FULTON,02B,Saint Luke's Episcopal Church,"435 Peachtree St NE, GA",CHURCH,33.766445,-84.3847365
FULTON,02L2,Saint Luke's Episcopal Church,"435 Peachtree St NE, GA",CHURCH,33.766445,-84.3847365
FULTON,05D,Saint Luke's Episcopal Church,435 Peachtree St NE,CHURCH,33.766445,-84.3847365
GWINNETT,139 Saint Marguerite D'Youville Catholic Church,139 Saint Marguerite D'Youville Catholic Church,85 Gloster Road NW Lawrenceville GA 30044,CHURCH,33.9172326,-84.0710516
GWINNETT,058 Saint Mary of Egypt Orthodox Church,058 Saint Mary of Egypt Orthodox Church,925 Beaver Ruin Road Norcross GA 30092,CHURCH,33.914723,-84.137421
FULTON,RW06,Saint Mary's Orthodox Church,1950 Old Alabama Road,CHURCH,34.026337,-84.302006
